Key:AttackName NVARCHAR(100),WasEditedForGame INT,Category NVARCHAR(100),ElementType NVARCHAR(100),Frequency NVARCHAR(100),Range NVARCHAR(100),AttackCategory NVARCHAR(100),NumOfTargets NVARCHAR(100),NumOfTurns NVARCHAR(100),AC NVARCHAR(100),Damage NVARCHAR(100),AttackEffects NVARCHAR(MAX),ExtraAffectType NVARCHAR(100),ExtraAffectResult NVARCHAR(100),LengthOfExtraAffect NVARCHAR(100),AccuracyCheckBonus NVARCHAR(100),AccuracyBonusType NVARCHAR(100),AccuracyBonusResult NVARCHAR(100),LengthOfBonusAffect NVARCHAR(100),FullRangeDescription NVARCHAR(MAX),ContestStats NVARCHAR(MAX),ContributedBy NVARCHAR(100)
Sweet Scent,0,Effect,Normal,OncePerBattle,Ranged (5), Burst, No Target,,2,-,"Sweet Scent creates a 5-meter Burst. For the remainder of the encounter, when targeting any Legal Targets that were hit by Sweet Scent, you need -2 to hit that target during Accuracy Check. *Grants: Alluring",,,,,,,,"Ranged (5), No Target, Burst",Cute - 2d4 - Excitement,
Teeter Dance,0,Effect,Normal,OncePerBattle,Ranged (7), Burst, No target,,2,-,Teeter Dance creates a 7-meter Burst. Teeter Dance Confuses all Legal Targets.,,,,,,,,"Ranged (7), No target, Burst",Cute - 2d4 - Scrambler,
Uproar,0,Special,Normal,OncePerBattle,Ranged (5), Burst, No Target,,2,3d12+14,"Uproar creates a 5-meter Burst that continues for 1d4+1 turns. At the beginning of the user's turn where Uproar is continuing, they may shift then must immediately use Uproar again. If the user does not continue using Uproar during the next round of combat, Uproar ends. Anyone in Uproar's Burst on any turn Uproar is continuing is cured of Sleep.",,,,,,,,"Ranged (5), No Target, Burst",Cute - 2d4 - Unsettling,
Yawn,0,Effect,Normal,OncePerBattle,Ranged (4), Burst, No Target,,0,-,Yawn creates a 4-meter Burst. All targets fall Asleep at the end of their next turn. Yawn cannot miss.,,,,,,,,"Ranged (4), No Target, Burst",Cute - 2d4 - Excitement,
Poison Gas,0,Effect,Poison,EOT,Ranged (4), Burst, No Target,,6,-,Poison Gas makes a 4-meter Burst. Poison Gas Poisons all Legal Targets.,,,,,,,,"Ranged (4), No Target, Burst",Smart - 3d4 - No Effect,
Heal Pulse,0,Effect,Psychic,Center,Self (2), Burst, No Target,,0,-,Heal Pulse creates a 2-meter Burst. Restores 50% of all Legal Targets max HP. Heal Pulse does not target the user. *Grants: Aura,,,,,,,,"Self (2), No Target, Burst",Beauty - None - Reflective Appeal,
Synchronoise,0,Special,Psychic,OncePerBattle,Ranged (6), Burst, No Target,,2,3d8+10,Synchronoise creates a 6-meter Burst. Synchronoise can only hit legal targets that share a type with Synchronoise's user.,,,,,,,,"Ranged (6), No Target, Burst",Smart - 2d4 - Incentives,
Metal Burst,0,Physical,Steel,OncePerBattle,Ranged (3), Burst, No Target,,2,See Effect,"Metal Burst may only be used if the user didn't move first in the round and the user has taken damage from a Move this round. The Target is dealt damage equal to 1.5x the amount of damage the user received during the last Move that hit it. Do not apply weakness, resistance or immunity. Do not apply stats.",,,,,,,,"Ranged (3), No Target, Burst",Beauty - 2d4 - Final Appeal,
Metal Sound,0,Effect,Steel,EOT,Ranged (4), Burst, No Target,,4,-,Metal Sound creates a 4-meter Burst. All Legal Targets have their Special Defense lowered 2 Combat Stages.,,,,,,,,"Ranged (4), No Target, Burst",Smart - 2d4 - Unsettling,
Water Pulse,0,Special,Water,EOT,Ranged (3), Burst, No Target,,2,2d8+8,Water Pulse creates a 3-meter Burst. Water Pulse Confuses all Legal Targets on 17-20 during Accuracy Check. *Grants: Fountain,,,,,,,,"Ranged (3), No Target, Burst",Beauty - 2d4 - Round Starter,
Water Spout,0,Special,Water,Center,Ranged(10), Burst, No Target,,4,7d10+28,Water Spout creates a 10-meter Burst. Water Spout may not be performed unless the user has at least 90% of its HP.,,,,,,,,"Ranged(10), No Target, Burst",Beauty - 2d4 - Seen Nothing Yet,
Flame Burst,0,Special,Fire,EOT,Ranged (6), Blast, No Target,,2,3d8+10,"Flame Burst creates a 4-meter Blast. All Legal Targets, not including the central target, hit in the Blast lose 1/16th of their max HP instead of taking the Damage Dice Roll for damage. *Grants: Firestarter",,,,,,,,"Ranged (6), No Target, Blast",Beauty - 2d4 - Round Starter,
Inferno,0,Special,Fire,Center,Ranged (2), Blast, No Target,,11,4d12+16,Inferno creates a 2-meter Blast. Inferno Burns all Legal Targets.,,,,,,,,"Ranged (2), No Target, Blast",Beauty - 3d4 - No Effect,
Defend Order,0,Effect,Bug,EOT,Self,, No Target,,0,-,Raise the user's Defense 1 Combat Stage and raise the user's Special Defense 1 Combat Stage.,,,,,,,,"Self, No Target",Smart - None - Get Ready!,
Heal Order,0,Effect,Bug,Center,Self,, No Target,,0,-,The user regains HP equal to half of its full HP.,,,,,,,,"Self, No Target",Smart - None - Reflective Appeal,
Quiver Dance,0,Effect,Bug,EOT,Self,, No Target,,0,-,"Raise the user's Special Attack 1 Combat Stage, raise the user's Special Defense 1 Combat Stage and raise the user's Speed 1 Combat Stage.",,,,,,,,"Self, No Target",Cool - None - Get Ready!,
Tail Glow,0,Effect,Bug,OncePerBattle,Self,, No Target,,0,-,Raise the user's Special Attack 3 Combat Stages. *Grants: Glow,,,,,,,,"Self, No Target",Beauty - None - Get Ready!,
Curse,0,Effect,Ghost,EOT,Self,, No Target,,0,-,Only use if the user is not a Ghost type. The user's Speed is lowered 1 Combat Stage. The user's Attack is raised 1 Combat Stage and the user's Defense is raised 1 Combat Stage.,,,,,,,,"Self, No Target",Tough - None - Torrential Appeal,
Hone Claws,0,Effect,Dark,EOT,Self,, No Target,,0,-,"Raise the user's Attack 1 Combat Stage. For the remainder of Combat, the user's Attack - Melee Moves need -1 on Accuracy Checks to hit.",,,,,,,,"Self, No Target",Cool - None - Get Ready!,
Nasty Plot,0,Effect,Dark,EOT,Self,, No Target,,0,-,Raise the user's Special Attack 2 Combat Stages.,,,,,,,,"Self, No Target",Cute - None - Get Ready!,
Dragon Dance,0,Effect,Dragon,EOT,Self,, No Target,,0,-,Raise the user's Attack 1 Combat Stage and raise the user's Speed 1 Combat Stage.,,,,,,,,"Self, No Target",Cool - None - Get Ready!,
Charge,0,Effect,Electric,EOT,Self,, No Target,,0,-,"If the user performs an Electric Move on their next turn that deals damage, add its Damage Dice Roll an extra time to the damage. Raise the user's Special Defense 1 Combat Stage. *Grants: Zapper",,,,,,,,"Self, No Target",Smart - None - Get Ready!,
Electro Ball,0,Special,Electric,OncePerBattle,Ranged (10),, No Target,,2,See Effect,"The target reveals their current Speed stat, applying Combat Stages. If the user's Speed stat, applying Combat Stages is four times that of the target's, Electro Ball uses 5d10+16 for Damage Dice Roll; if the user three times that of the target's, Electro Ball uses 3d10+14; if the user is twice that of the target, Electro Ball uses 2d10+12; if the user is not twice as fast as the target, Electro Ball uses 1d10+10.",,,,,,,,"Ranged (10), No Target",Beauty - 2d4 - Final Appeal,
Magnet Rise,0,Effect,Electric,OncePerBattle,Self,, No Target,,0,-,"Magnet Rise grants the user the Levitate Ability until the end of the Encounter. This does not replace the user's normal Ability. If the user already has Levitate, they now have two instances of Levitate. *Grants: Magnetic",,,,,,,,"Self, No Target",Cute - 2d4 - Hold That Thought,
Bulk Up,0,Effect,Fighting,EOT,Self,, No Target,,0,-,Raise the user's Attack 1 Combat Stage and raise the user's Defense 1 Combat Stage.,,,,,,,,"Self, No Target",Beauty - None - Get Ready!,
Roost,0,Effect,Flying,Center,Self,, No Target,,0,-,The user regains HP equal to half of its full HP. The user looses any resistances or immunities to Ground-type Moves until the end of their next turn.,,,,,,,,"Self, No Target",Cool - None - Torrential Appeal,
Cotton Guard,0,Effect,Grass,OncePerBattle,Self,, No Target,,0,-,Raise the user's Defense 3 Combat Stages.,,,,,,,,"Self, No Target",Cute - None - Get Ready!,
Synthesis,0,Effect,Grass,Center,Self,, No Target,,0,-,"The user regains HP equal to half of its full HP. If it is Sunny, the user gains 2/3 of its full HP. If it is Rainy, Sand Storming or Hailing the user gains 1/4 of their full HP. *Grants: Sprouter",,,,,,,,"Self, No Target",Smart - None - Reflective Appeal,
Assist,0,Effect,Normal,OncePerBattle,Self,, No Target,,0,-,Randomly select another pokemon on the user's roster and then randomly select a Move that Pokemon knows. Assist's user uses that Move immediatley.,,,,,,,,"Self, No Target",Cute - 2d4 - Scrambler,
Baton Pass,0,Effect,Normal,At-Will,Self,, No Target,,0,-,"The user is replaced with another pokemon from their trainer's roster. All Combat Stages and Coats on Baton Pass' user are transferred to the replacement. Baton Pass can ignore Traps, but the replacement is then Trapped.",,,,,,,,"Self, No Target",Cute - None - Inversed Appeal,
Conversion,0,Effect,Normal,At-Will,Self,, No Target,,0,-,The user becomes the elemental Type of their choice as long as they have a Move that is the same elemental Type until the end of the encounter. Replace all other Types.,,,,,,,,"Self, No Target",Beauty - 1d4 - Catching Up,
Defense Curl,0,Effect,Normal,At-Will,Self,, No Target,,0,-,"Defense Curl raises the user's Defense 1 Combat Stage. If the user uses the Move Ice Ball or Rollout later in the encounter without having been switched out, each hit deals an additional 1d12+4 during Damage Dice Roll. The extra damage bonus for Ice Ball or Rollout does not stack.",,,,,,,,"Self, No Target",Cute - 2d4 - Hold That Thought,
Double Team,0,Effect,Normal,Center,Self,, No Target,,0,-,"The user makes three copies of themselves and places them into the encounter adjacent to the user. The user must place some sign under the token of the original copy to mark it as the original. If a copy is hit by a damaging Move, it is destroyed. If the original is hit by a damaging Move, all copies are destroyed. Any copy can perform a Move but the user is still only allowed one Move per turn. All copies may shift each turn. When the user and its copies are targeted by a Move, foes must roll +2 during Accuracy Check to hit for the remainder of the encounter. When a copy disappears, the user loses 1d6 HP. Do not apply weakness or resistance to HP lost. Do not apply stats to HP lost.",,,,,,,,"Self, No Target",Cool - 2d4 - Reliable,
Foresight,0,Effect,Normal,At-Will,Self,, No Target,,0,-,The user's Normal-Type and Fighting-Type Moves can now hit and affect Ghost-Type targets. Foresight's user is unaffected by the effects of Moves which make them have to roll higher during Accuracy Checks to hit. Targets may not use their Speed stat to modify Accuracy Checks. Foresight's user can identify the real target using Double Team.,,,,,,,,"Self, No Target",Smart - 1d4 - Good Show!,
Growth,0,Effect,Normal,At-Will,Self,, No Target,,0,-,"Raise the user's Attack 1 Combat Stage and raise the user's Special Attack 1 Combat Stage. If it is Sunny, double the amount of Combat Stages gained. *Grants: Inflatable",,,,,,,,"Self, No Target",Beauty - None - Get Ready!,
Harden,0,Effect,Normal,At-Will,Self,, No Target,,0,-,Raise the user's Defense 1 Combat Stage.,,,,,,,,"Self, No Target",Tough - 2d4 - Hold That Thought,
Howl,0,Effect,Normal,At-Will,Self,, No Target,,0,-,Raise the user's Attack 1 Combat stage.,,,,,,,,"Self, No Target",Cool - None - Get Ready!,
Metronome,0,Effect,Normal,OncePerBattle,Self,, No Target,,0,-,"Metronome randomly uses any other Move except for After You, Assist, Bestow, Copycat, Counter, Covet, Destiny Bond, Detect, Endure, Feint, Focus Punch, Follow Me, Helping Hand, Metronome, Me First, Mimic, Mirror Coat, Mirror Move, Protect, Quash, Quick Guard, Rage Powder, Sketch, Sleep Talk, Snatch, Snore, Switcheroo, Thief, Transform, Trick, Wide Guard. The GM helps to pick the random Move.",,,,,,,,"Self, No Target",Cute - 2d4 - Scrambler,
Minimize,0,Effect,Normal,Center,Self,, No Target,,0,-,Foes need an additional +4 during Accuracy Check to hit Minimize's user and the user's size is Small for the remainder of the encounter. *Grants: Shrinkable,,,,,,,,"Self, No Target",Cute - 2d4 - Hold That Thought,
Moonlight,0,Effect,Normal,Center,Self,, No Target,,0,-,"The user regains HP equal to half of its full HP. If it is Sunny, the user gains 2/3 of its full HP. If it is Rainy, Sand Storming or Hailing the user gains 1/4 of their full HP.",,,,,,,,"Self, No Target",Beauty - None - Reflective Appeal,
Morning Sun,0,Effect,Normal,Center,Self,, No Target,,0,-,"The user regains HP equal to half of its full HP. If it is Sunny, the user gains 2/3 of its full HP. If it is Rainy, Sand Storming or Hailing the user gains 1/4 of their full HP.",,,,,,,,"Self, No Target",Beauty - None - Reflective Appeal,
Nature Power,0,Effect,Normal,EOT,Self,, No Target,,See Effect,,"Nature Power uses a Move defined by Environ. If the Move's Frequency is Battle or Center, Nature Power may not be used for the remainder of the encounter. *Grants: Sprouter",,,,,,,,"Self, No Target",Beauty - None - Reflective Appeal,
Recover,0,Effect,Normal,Center,Self,, No Target,,0,-,The user regains HP equal to half of its full HP.,,,,,,,,"Self, No Target",Smart - None - Reflective Appeal,
Recycle,0,Effect,Normal,Center,Self,, No Target,,0,-,The effect of a consumable item used earlier in the encounter is used again as if it had not been destroyed. The item is still gone.,,,,,,,,"Self, No Target",Smart - None - Attention Grabber,
Refresh,0,Effect,Normal,OncePerBattle,Self,, No Target,,0,-,The user is cured of all Status ailments.,,,,,,,,"Self, No Target",Cute - None - Reflective Appeal,
Shell Smash,0,Effect,Normal,Center,Self,, No Target,,0,-,"Raise the user's Attack 2 Combat Stages, raise the user's Special Attack 2 Combat Stages and raise the user's Speed 2 Combat Stages Lower the user's Defense 1 Combat Stage and lower the user's Special Defense 1 Combat Stage.",,,,,,,,"Self, No Target",Tough - None - Get Ready!,
Slack Off,0,Effect,Normal,Center,Self,, No Target,,0,-,The user regains HP equal to half of its full HP.,,,,,,,,"Self, No Target",Cute - None - Reflective Appeal,
Sleep Talk,0,Effect,Normal,OncePerBattle,Self,, No Target,,0,-,"The user randomly uses one of their other Moves, ignoring Frequencies. Sleep Talk can only be used while the user is Asleep.",,,,,,,,"Self, No Target",Cute - 3d4 - No Effect,
Splash,0,Effect,Normal,At-Will,Self,, No Target,,0,-,-,,,,,,,,"Self, No Target",Cute - None - Inversed Appeal,
Stockpile,0,Effect,Normal,At-Will,Self,, No Target,,0,-,"The user adds 1 to their Stockpiled count to a maximum of 3. For each number a Stockpiled count is above 0, raise the user's Defense 1 Combat Stage and raise the user's Special Defense 1 Combat Stage. If a Stockpiled count is set to 0, the Combat Stages gained from the Stockpiled count are removed. Stockpile may not be used unless the user knows Spit Up or Swallow. *Grants: Inflatable",,,,,,,,"Self, No Target",Tough - None - Get Ready!,
Swallow,0,Effect,Normal,Center,Self,, No Target,,0,-,"If the user is Stockpiled 1, they are healed 25% of their full HP; if the user is Stockpiled 2, they are healed half of their full HP; if the user is Stockpiled 3, they are healed back to full HP. After using Swallow, the user's Stockpiled count is set to 0. If the user has no Stockpiled count, Swallow does nothing.",,,,,,,,"Self, No Target",Tough - None - Reflective Appeal,
Swords Dance,0,Effect,Normal,EOT,Self,, No Target,,0,-,The user's Attack is raised 2 Combat Stages.,,,,,,,,"Self, No Target",Beauty - None - Get Ready!,
Transform,0,Effect,Normal,OncePerBattle,Ranged (25),, No Target,,0,-,"The user assumes the form of the Pokemon-target and learns all of that specific target's Moves, gains its Abilitys, copies its weight and height and Capabilties for the remainder of the encounter, or until the user chooses to revert to its original form, or until the user uses Transform to change into something else. The user's Stats do not change. Transform cannot miss.",,,,,,,,"Ranged (25), No Target",Smart - 1d4 - Catching Up,
Work Up,0,Effect,Normal,EOT,Self,, No Target,,0,-,Raise the user's Attack 1 Combat Stage and raise the user's Special Attack 1 Combat Stage.,,,,,,,,"Self, No Target",Tough - None - Get Ready!,
Acid Armor,0,Effect,Poison,EOT,Self,, No Target,,0,-,Raise the user's Defense 2 Combat Stages.,,,,,,,,"Self, No Target",Tough - None - Get Ready!,
Coil,0,Effect,Poison,OncePerBattle,Self,, No Target,,0,-,"Raise the user's Attack 1 Combat Stage and raise the user's Defense 1 Combat Stage. For the remainder of Combat, the user needs -1 on Accuracy Checks to hit.",,,,,,,,"Self, No Target",Cute - None - Get Ready!,
Agility,0,Effect,Psychic,EOT,Self,, No Target,,0,-,Raise the user's Speed 2 Combat Stages.,,,,,,,,"Self, No Target",Cool - 2d4 - Quick Set,
Amnesia,0,Effect,Psychic,EOT,Self,, No Target,,0,-,Raise the user's Special Defense 2 Combat Stages.,,,,,,,,"Self, No Target",Cute - None - Get Ready!,
Barrier,0,Effect,Psychic,EOT,Self,, No Target,,0,-,Raise the user's Defense 2 Combat Stages.,,,,,,,,"Self, No Target",Cool - 2d4 - Hold That Thought,
Calm Mind,0,Effect,Psychic,EOT,Self,, No Target,,0,-,Raise the user's Special Attack 1 Combat Stage and raise the user's Special Defense 1 Combat Stage.,,,,,,,,"Self, No Target",Smart - None - Get Ready!,
Cosmic Power,0,Effect,Psychic,EOT,Self,, No Target,,0,-,Raise the user's Defense 1 Combat Stage and raise the user's Special Defense 1 Combat Stage.,,,,,,,,"Self, No Target",Cool - None - Get Ready!,
Meditate,0,Effect,Psychic,At-Will,Self,, No Target,,0,-,Raise the user's Attack 1 Combat Stage.,,,,,,,,"Self, No Target",Beauty - None - Get Ready!,
Miracle Eye,0,Effect,Psychic,At-Will,Self,, No Target,,0,-,The user's Psychic-Type Moves can now hit and affect Dark-Type targets. Miracle Eye's user is unaffected by the effects of Moves which make them have to roll higher during Accuracy Checks to hit. Targets may not use their Speed stat to modify Accuracy Checks. Miracle Eye's user can identify the real target using Double Team.,,,,,,,,"Self, No Target",Cute - 1d4 - Good Show!,
Power Trick,0,Effect,Psychic,OncePerBattle,Self,, No Target,,0,-,The user's Attack stat and Defense stat are switched for 1+1d8 rounds.,,,,,,,,"Self, No Target",Cool - None - Inversed Appeal,
Rest,0,Effect,Psychic,Center,Self,, No Target,,0,-,"The user's HP is set to their full HP. The user is cured of any Status ailments. Then, the user falls Asleep. The user cannot make Sleep Checks at the beginning of their turn. They are cured of the Sleep at the end of their turn, in 2 rounds.",,,,,,,,"Self, No Target",Cute - None - Reflective Appeal,
Rock Polish,0,Effect,Rock,EOT,Self,, No Target,,0,-,Raise the user's Speed 2 Combat Stages.,,,,,,,,"Self, No Target",Tough - 2d4 - Round Starter,
Autotomize,0,Effect,Steel,OncePerBattle,Self,, No Target,,0,-,"For the remainder of the Encounter, the user's Weight Class is one value lower, to a minimum of 1. Raise the user's Speed 2 Combat Stages.",,,,,,,,"Self, No Target",Smart - None - Get Ready!,
Iron Defense,0,Effect,Steel,EOT,Self,, No Target,,0,-,Raise the user's Defense 2 Combat Stages.,,,,,,,,"Self, No Target",Tough - 2d4 - Hold That Thought,
Shift Gear,0,Effect,Steel,OncePerBattle,Self,, No Target,,0,-,Raise the user's Attack 1 Combat Stage and raise the user's Speed 2 Combat Stages.,,,,,,,,"Self, No Target",Smart - None - Get Ready!,
Withdraw,0,Effect,Water,At-Will,Self,, No Target,,0,-,Raise the user's Defense 1 Combat Stage.,,,,,,,,"Self, No Target",Cute - 2d4 - Hold That Thought,
Sunny Day,0,Effect,Fire,OncePerBattle,No Damage, Weather, Target Area,,0,-,"For 1d4+1 rounds, the area is considered Sunny. While Sunny, Fire-Type attacks deal 1.5x damage. Water-Type attacks deal 1/2 the damage they normally would.",,,,,,,,"No Damage, Target Area, Weather",Beauty - 2d4 - Hold That Thought,
Defog,0,Effect,Flying,EOT,No Damage, Weather, Target Area,,0,-,"For 1 minute (6 rounds), the area is considered Clear. While Clear, all hindering terrain is no longer hindering terrain and all bonuses or penalties to Accuracy Checks are ignored. All Walls, Coats and Hazards are destroyed.",,,,,,,,"No Damage, Target Area, Weather",Beauty - 2d4 - Hold That Thought,
Hail,0,Effect,Ice,OncePerBattle,Field, Weather, Target Area,,0,-,"For 1d4+1 rounds, the area is considered Hailing. At the beginning of each round, all non-Ice Type Pokemon lose 1/16th of their full HP. Ice Type Pokemon are treated as if their Defense is raised 2 Combat Stages while Hailing.",,,,,,,,"Field, Target Area, Weather",Beauty - 2d4 - Hold That Thought,
Haze,0,Effect,Ice,At-Will,Field, Weather, Target Area,,0,-,"For 30 seconds, the area is considered Hazy. Hazy does not replace other Weather Statuses. In Hazy Weather, all Combat Stages get set to 0.",,,,,,,,"Field, Target Area, Weather",Beauty - 2d4 - Hold That Thought,
Gravity,0,Effect,Psychic,OncePerBattle,Field, Weather, Target Area,,0,-,"For 1d4+1 rounds, the area is considered Warped. While Warped, Moves that involve the user being airborne may not be used. Flying-Types and Pokemon with the Ability Levitate are no longer immune to Ground-Type Moves. All Accuracy Checks are lowered by -2. Warped does not replace other Weather effects.",,,,,,,,"Field, Target Area, Weather",Beauty - 2d4 - Hold That Thought,
Magic Room,0,Effect,Psychic,Center,Field, Weather, Target Area,,0,-,"For 1d4+1 rounds, the area is considered Useless. While Useless, Pokemon may not use the effects of any Held items or activate any Held items. Useless does not replace other Weather effects.",,,,,,,,"Field, Target Area, Weather",Cute - 2d4 - Scrambler,
Trick Room,0,Effect,Psychic,Center,Field, Weather, Target Area,,0,-,"For 1d4+1 rounds, the area is considered Rewinding. While Rewinding, the order in which combatants go during a round of Combat isn't ordered from highest Speed to lowest Speed; instead it is order from lowest Speed to Highest Speed. Rewinding does not replace other Weather effects.",,,,,,,,"Field, Target Area, Weather",Cute - 2d4 - Scrambler,
Wonder Room,0,Effect,Psychic,Center,Field, Weather, Target Area,,0,-,"For 1d4+1 rounds, the area is considered Wondered. While Wondered, each individual Pokemon's Defense and Special Defense are switched. Wondered does not replace other Weather effects.",,,,,,,,"Field, Target Area, Weather",Cute - 2d4 - Scrambler,
Sandstorm,0,Effect,Rock,OncePerBattle,Field, Weather, Target Area,,0,-,"For 1d4+1 rounds, the area is considered Sandstorming. At the beginning of each round, all non-Ground, Rock, or Steel Type Pokemon lose 1/16th of their full HP. Rock Type Pokemon are treated as if their Special Defense is raised 2 Combat Stages while Sandstorming.",,,,,,,,"Field, Target Area, Weather",Tough - 2d4 - Hold That Thought,
Rain Dance,0,Effect,Water,OncePerBattle,Field, Weather, Target Area,,0,-,"For 1d4+1 rounds, the area is considered Rainy. While Rainy, Water-Type attacks deal 1.5x damage. Fire-Type attacks deal 1/2 the damage they normally would.",,,,,,,,"Field, Target Area, Weather",Tough - 2d4 - Hold That Thought,
Toxic Spikes,0,Effect,Poison,EOT,Field, Hazard, Target Area,,0,-,"Set 10 square meters of Toxic Spikes, all 10 meters must be adjacent with at least one other space of Toxic Spikes next to each other. Toxic Spikes Poisons a foe when joining the encounter or getting sent out. If there are 2 Layers of Toxic Spikes, it Deadly Poisons the foes instead.",,,,,,,,"Field, Target Area, Hazard",Smart - 2d4 - Hold That Thought,
Tailwind,0,Effect,Flying,At-Will,No Damage, Column, Target Area,,0,-,"Tailwind creates a Column 5-meters wide. For 1d6+1 turns, Tailwind's user and all of the user's allies in the Column have their Speed raised 1 Combat Stage. When the user or the user's allies leave the Column or when the Column dissapears, their Speed is lowered 1 Combat Stage. Whenever you make a new Tailwind Cloumn, the last one the user made disappears. *Grants: Guster",,,,,,,,"No Damage, Target Area, Column",Smart - 2d4 - Quick Set,
Leaf Storm,0,Special,Grass,Center,Ranged (3), Column, Target Area,,4,6d12+22,Leaf Storm creates a 2-meter Column. Lower the user's Special Attack 2 Combat Stages after damage.,,,,,,,,"Ranged (3), Target Area, Column",Cute - 2d4 - Seen Nothing Yet,
Draco Meteor,0,Special,Dragon,Center,Ranged (15), Blast, Target Area,,4,6d12+22,Draco Meteor creates a 4-meter Blast. Lower the user's Special Attack 2 Combat Stages after damage.,,,,,,,,"Ranged (15), Target Area, Blast",Smart - 2d4 - Seen Nothing Yet,
Blast Burn,0,Special,Fire,Center,Ranged (15), Blast, Target Area,,4,7d10+28,"Blast Burn creates a 3-meter Blast. On Miss, Blast Burn deals the user's Special Attack instead to all possible targets.",,,,,,,,"Ranged (15), Target Area, Blast, Exhaust",Beauty - 2d4 - Seen Nothing Yet,
Frenzy Plant,0,Special,Grass,Center,Ranged (15), Blast, Target Area,,4,7d10+28,"Frenzy Plant creates a 3-meter Blast. On Miss, Frenzy Plant deals the user's Special Attack instead to all possible targets.",,,,,,,,"Ranged (15), Target Area, Blast, Exhaust",Cool - 2d4 - Seen Nothing Yet,
Gunk Shot,0,Physical,Poison,Center,Ranged (8), Blast, Target Area,,7,5d12+18,"Gunk Shot creates a 3-meter Blast. Gunk Shot Poisons all Legal Targets on 11-20 during Accuracy Check. On Miss, Gunk Shot deals the user's Attack to potential targets but cannot Poison.",,,,,,,,"Ranged (8), Target Area, Blast",Cool - 3d4 - No Effect,
Psycho Boost,0,Special,Psychic,Center,Ranged (10), Blast, Target Area,,4,6d12+22,Psycho Boost creates a 4-meter Blast. Lower the user's Special Attack 2 Combat Stages after damage.,,,,,,,,"Ranged (10), Target Area, Blast",Smart - 2d4 - Seen Nothing Yet,
Hydro Cannon,0,Special,Water,Center,Ranged (15), Blast, Target Area,,4,7d10+28,"Hydro Cannon creates a 3-meter Blast. On Miss, Hydro Cannon deals the user's Special Attack instead to all possible targets.",,,,,,,,"Ranged (15), Target Area, Blast, Exhaust",Beauty - 2d4 - Seen Nothing Yet,
